Country;Group;Units;Scale;1980;1981;1982;1983;1984;1985;1986;1987;1988;1989;1990;1991;1992;1993;1994;1995;1996;1997;1998;1999;2000;2001;2002;2003;2004;2005;2006;2007;2008;2009;2010;2011;2012;2013;2014;2015;2016;2017;2018
EU;GDP;%;;0.572;-0.176;0.853;1.945;2.531;2.439;2.882;2.933;4.049;3.495;2.635;1.170;0.999;-0.041;2.995;3.001;2.124;2.919;2.913;2.921;3.983;2.161;1.426;1.680;2.702;2.372;3.614;3.409;0.588;-4.414;1.983;1.706;-0.302;0.022;1.251;1.600;1.761;1.831;1.893
