Date,Open,High,Low,Close,Volume,Adj Close
2015-10-28,33.344,34.003,33.344,34.003,5000,32.8112
2015-10-27,33.443,33.596,33.443,33.596,300,32.4185
2015-10-26,33.922,33.922,33.562,33.562,1600,32.3856
2015-10-23,32.697,33.958,32.697,33.836,4700,32.65
2015-10-22,31.598,32.854,31.598,32.854,1300,31.7025
2015-10-21,31.284,31.821,31.272,31.719,7200,30.6072
2015-10-20,31.229,31.596,31.229,31.596,5600,30.4886
2015-10-19,30.866,31.242,30.866,31.242,900,30.147
2015-10-16,30.816,31.095,30.816,30.828,3600,29.7475
2015-10-15,30.329,30.827,30.329,30.827,200,29.7465
2015-10-14,30.747,30.747,30.502,30.507,1300,29.4377
2015-10-13,31.045,31.153,30.702,30.702,500,29.6259
2015-10-12,30.971,31.252,30.971,31.011,2100,29.9241
2015-10-09,31.473,31.473,31.276,31.413,1000,30.312
2015-10-08,31.16,31.298,31.052,31.052,1500,29.9636
2015-10-07,31.617,31.617,31.238,31.47,500,30.367
2015-10-06,31.239,31.807,31.239,31.807,200,30.6922
2015-10-05,30.30,31.551,30.30,31.551,800,30.4451
2015-10-02,30.332,30.332,30.008,30.008,800,28.9562
2015-10-01,30.155,30.398,30.155,30.283,3000,29.2216
2015-09-30,29.582,29.828,29.582,29.828,000,28.7825
2015-09-29,28.755,28.969,28.755,28.965,500,27.9498
2015-09-28,29.273,29.59,29.045,29.05,300,28.0318
2015-09-25,28.558,29.615,28.558,29.578,2100,28.5413
2015-09-24,29.404,29.50,28.48,28.48,2400,27.4818
2015-09-23,29.259,29.554,29.259,29.447,700,28.4149
2015-09-22,30.125,30.125,29.397,29.472,4000,28.439
2015-09-21,30.033,30.516,30.033,30.185,1800,29.127
2015-09-18,30.588,30.588,29.786,29.985,7000,28.934
2015-09-17,30.339,30.99,30.225,30.892,5500,29.8092
2015-09-16,28.85,30.002,28.85,30.002,1000,28.9504
2015-09-15,28.284,28.284,28.284,28.284,000,27.2926
2015-09-14,28.518,28.518,28.50,28.50,700,27.5011
2015-09-11,28.697,28.697,28.496,28.496,100,27.4972
2015-09-10,28.981,29.145,28.843,28.843,2300,27.832
2015-09-09,28.841,29.473,28.841,29.473,100,28.44
2015-09-08,28.374,29.003,28.374,28.957,6000,27.9421
2015-09-07,28.438,28.612,28.438,28.541,3500,27.5406
2015-09-04,29.329,29.329,28.558,28.558,100,27.557
2015-09-03,28.801,29.58,28.801,29.58,6000,28.5432
2015-09-02,28.841,29.264,28.836,28.992,2600,27.9758
2015-09-01,29.533,29.533,28.955,28.955,500,27.9401
2015-08-31,29.722,29.722,29.556,29.556,1000,28.5201
2015-08-28,29.607,29.607,29.438,29.438,1400,28.4062
2015-08-27,28.692,29.978,28.692,29.978,5600,28.9273
2015-08-26,29.105,29.125,28.491,28.935,1500,27.9208
2015-08-25,28.169,29.395,28.169,29.395,2200,28.3647
2015-08-24,28.219,28.27,27.108,27.729,12700,26.7571
2015-08-21,29.677,29.855,29.207,29.207,12500,28.1833
2015-08-20,30.617,30.617,29.876,29.876,1400,28.8288
2015-08-19,31.01,31.01,30.677,30.677,2000,29.6018
2015-08-18,30.931,31.147,30.931,31.147,1000,30.0553
2015-08-17,30.583,30.977,30.583,30.963,8300,29.8777
2015-08-14,30.667,30.742,30.667,30.742,1600,29.6645
2015-08-13,30.115,30.828,30.115,30.828,300,29.7475
2015-08-12,31.438,31.438,30.183,30.415,1300,29.349
2015-08-11,32.289,32.289,31.537,31.668,5400,30.558
2015-08-10,31.727,32.438,31.727,32.413,900,31.2769
2015-08-07,32.135,32.135,31.991,32.038,900,30.9151
2015-08-06,31.991,32.452,31.991,32.435,14800,31.2981
2015-08-05,31.712,32.302,31.712,32.087,4300,30.9623
2015-08-04,32.033,32.033,31.589,31.809,1300,30.6941
2015-08-03,31.33,32.033,31.33,32.033,1700,30.9102
2015-07-31,30.647,31.33,30.647,31.33,3000,30.2319
2015-07-30,30.607,30.607,30.607,30.607,000,29.5342
2015-07-29,30.234,30.773,30.234,30.507,600,29.4377
2015-07-28,30.07,30.457,30.07,30.457,000,29.3895
2015-07-27,30.548,30.548,30.07,30.07,4800,29.016
2015-07-24,30.767,31.147,30.767,31.147,000,30.0553
2015-07-23,30.797,31.032,30.797,31.032,300,29.9443
2015-07-22,30.806,31.062,30.806,30.977,5300,29.8913
2015-07-21,30.986,31.348,30.806,30.806,200,29.7262
2015-07-20,31.269,31.377,31.215,31.377,2100,30.2772
2015-07-17,30.936,31.244,30.936,31.244,600,30.1489
2015-07-16,30.329,31.244,30.329,31.244,5500,30.1489
2015-07-15,30.666,30.666,30.337,30.466,2600,29.3982
2015-07-14,29.946,30.207,29.946,30.182,700,29.1241
2015-07-13,29.528,30.153,29.528,30.153,5500,29.0961
2015-07-10,28.538,29.337,28.538,29.337,1700,28.3087
2015-07-09,27.836,28.742,27.836,28.742,1600,27.7346
2015-07-08,27.792,27.855,27.752,27.752,200,26.7793
2015-07-07,28.284,28.367,27.792,27.988,9900,27.007
2015-07-06,27.501,28.516,27.501,28.516,3800,27.5165
2015-07-03,29.104,29.104,28.676,28.753,1700,27.7452
2015-07-02,29.214,29.232,28.987,28.987,3600,27.971
2015-07-01,29.01,29.422,29.01,29.214,200,28.19
2015-06-30,29.349,29.487,29.155,29.487,3800,28.4535
2015-06-29,29.951,30.125,29.194,29.571,5600,28.5345
2015-06-26,29.976,30.867,29.976,30.738,1600,29.6606
2015-06-25,30.419,30.605,30.18,30.295,3100,29.2332
2015-06-24,30.886,30.929,30.47,30.644,4600,29.5699
2015-06-23,30.772,31.155,30.772,31.00,1600,29.9134
2015-06-22,30.15,30.556,30.15,30.506,3100,29.4368
2015-06-19,28.981,29.63,28.981,29.468,2700,28.4351
2015-06-18,28.90,29.064,28.505,29.064,3900,28.0453
2015-06-17,28.951,29.09,28.951,29.008,1900,27.9913
2015-06-16,28.916,29.091,28.777,29.091,3300,28.0714
2015-06-15,29.551,29.551,28.942,29.112,4100,28.0916
2015-06-12,30.08,30.08,29.776,29.776,1700,28.7323
2015-06-11,30.003,30.331,29.876,30.331,2400,29.2679
2015-06-10,30.30,30.516,29.403,29.938,5600,28.8887
2015-06-09,29.493,29.608,29.183,29.183,700,28.1601
2015-06-08,29.856,29.856,29.658,29.797,2700,28.7526
2015-06-05,30.204,30.204,30.106,30.106,000,29.0508
2015-06-04,30.423,30.423,30.00,30.372,8500,29.3075
2015-06-03,30.508,30.687,30.508,30.687,100,29.6114
2015-06-02,30.652,30.912,30.55,30.912,3000,29.8285
2015-06-01,30.36,30.655,30.36,30.459,1800,29.3914
2015-05-29,30.583,30.798,30.50,30.50,1800,29.431
2015-05-28,31.053,31.053,30.645,30.645,200,29.5709
2015-05-27,30.412,30.43,30.412,30.43,300,29.3634
2015-05-26,30.199,30.213,29.915,30.213,10300,29.154
2015-05-25,30.458,30.458,30.458,30.458,000,29.3904
2015-05-22,30.324,30.547,30.324,30.458,1500,29.3904
2015-05-21,30.07,30.553,30.07,30.488,2200,29.4194
2015-05-20,29.553,30.12,29.553,30.111,6100,29.0556
2015-05-19,28.856,29.847,28.856,29.847,1400,28.8009
2015-05-18,28.513,28.895,28.513,28.608,2900,27.6053
2015-05-15,28.801,28.801,28.801,28.801,000,27.7915
2015-05-14,28.453,28.453,28.453,28.453,000,27.4557
2015-05-13,28.652,28.95,28.652,28.95,200,27.9353
2015-05-12,28.777,28.802,28.433,28.802,2000,27.7925
2015-05-11,29.189,29.189,28.768,28.898,1500,27.8851
2015-05-08,27.891,28.68,27.891,28.68,1000,27.6748
2015-05-07,27.667,28.10,27.277,28.041,11000,27.0582
2015-05-06,27.503,28.046,27.503,27.738,3900,26.7658
2015-05-05,28.747,28.90,27.746,27.746,4100,26.7735
2015-05-04,28.214,28.799,28.214,28.747,2200,27.7394
2015-05-01,28.601,28.601,28.601,28.601,000,27.3476
2015-04-30,28.418,28.742,28.00,28.601,4700,27.3476
2015-04-29,29.369,29.658,28.573,28.573,8700,27.3209
2015-04-28,29.777,29.847,29.536,29.536,4500,28.2417
2015-04-27,29.526,29.526,29.196,29.493,6200,28.2006
2015-04-24,28.931,29.307,28.931,29.117,4600,27.841
2015-04-23,29.294,29.294,28.789,28.891,2300,27.6249
2015-04-22,29.609,29.609,29.01,29.01,1300,27.7387
2015-04-21,29.496,29.687,29.496,29.687,2700,28.3861
2015-04-20,29.279,29.659,29.131,29.303,4500,28.0189
2015-04-17,30.19,30.414,29.431,29.452,4600,28.1614
2015-04-16,30.757,30.767,30.20,30.49,3900,29.1539
2015-04-15,30.458,30.917,30.458,30.917,500,29.5622
2015-04-14,30.821,30.907,30.694,30.772,1400,29.4235
2015-04-13,30.727,30.889,30.727,30.802,3800,29.4522
2015-04-10,30.681,30.882,30.646,30.732,6700,29.3853
2015-04-09,30.20,30.652,30.20,30.599,1400,29.2581
2015-04-08,30.384,30.384,30.297,30.318,1600,28.9894
2015-04-07,30.04,30.733,30.04,30.705,2900,29.3594
2015-04-06,30.143,30.143,30.143,30.143,000,28.8221
2015-04-03,30.143,30.143,30.143,30.143,000,28.8221
2015-04-02,29.558,30.143,29.558,30.143,100,28.8221
2015-04-01,29.732,30.217,29.732,29.822,14000,28.5151
2015-03-31,29.672,30.197,29.672,30.197,3000,28.8737
2015-03-30,29.792,29.843,29.723,29.797,4200,28.4912
2015-03-27,29.468,29.78,29.468,29.78,12700,28.475
2015-03-26,29.558,29.558,29.142,29.331,7100,28.0457
2015-03-25,30.395,30.395,29.945,29.986,1900,28.672
2015-03-24,30.189,30.197,30.013,30.127,800,28.8068
2015-03-23,30.36,30.36,29.948,29.948,3900,28.6356
2015-03-20,29.448,30.36,29.448,30.36,1400,29.0296
2015-03-19,29.005,29.617,29.005,29.617,700,28.3191
2015-03-18,28.03,29.221,28.03,29.143,8000,27.8659
2015-03-17,28.767,28.808,28.167,28.167,2100,26.9327
2015-03-16,28.30,28.953,28.30,28.953,5000,27.6842
2015-03-13,27.842,28.207,27.833,28.207,3300,26.9709
2015-03-12,27.513,27.762,27.488,27.762,1000,26.5454
2015-03-11,27.224,27.683,27.224,27.683,500,26.4699
2015-03-10,27.923,27.923,27.312,27.698,1400,26.4842
2015-03-09,27.921,27.921,27.662,27.79,800,26.5722
2015-03-06,28.013,28.242,27.958,28.093,4000,26.8619
2015-03-05,27.632,27.908,27.632,27.843,400,26.6229
2015-03-04,28.047,28.047,27.493,27.761,1700,26.5445
2015-03-03,28.536,28.536,28.377,28.488,8000,27.2396
2015-03-02,27.946,28.322,27.946,28.322,1200,27.0809
2015-02-27,27.901,28.224,27.813,28.224,300,26.9872
2015-02-26,27.777,27.871,27.714,27.852,4200,26.6315
2015-02-25,27.856,27.973,27.838,27.838,700,26.6181
2015-02-24,27.908,28.143,27.908,28.143,3900,26.9097
2015-02-23,27.737,27.848,27.613,27.798,4600,26.5798
2015-02-20,27.385,27.511,27.083,27.271,5500,26.0759
2015-02-19,27.124,27.542,26.748,27.50,7100,26.2949
2015-02-18,26.604,26.977,26.604,26.883,7500,25.7049
2015-02-17,26.269,26.541,25.986,26.541,3000,25.3779
2015-02-16,26.878,26.878,26.468,26.474,000,25.3139
2015-02-13,26.339,27.179,26.339,27.179,9600,25.988
2015-02-12,25.722,26.588,25.722,26.407,10400,25.2498
2015-02-11,26.541,26.541,25.821,25.821,2400,24.6895
2015-02-10,25.52,26.347,25.52,26.161,1800,25.0146
2015-02-09,26.09,26.50,25.46,26.204,7600,25.0557
2015-02-06,26.264,26.264,26.172,26.185,200,25.0375
2015-02-05,26.339,26.395,26.215,26.395,3500,25.2383
2015-02-04,26.473,26.687,26.449,26.478,1000,25.3177
2015-02-03,25.991,26.588,25.991,26.588,2000,25.4229
2015-02-02,26.005,26.005,25.972,25.972,000,24.8339
2015-01-30,26.204,26.517,26.111,26.133,2500,24.9878
2015-01-29,26.329,26.387,26.063,26.297,11800,25.1446
2015-01-28,26.483,26.691,26.464,26.556,6600,25.3923
2015-01-27,26.906,27.067,26.623,26.623,1600,25.4563
2015-01-26,26.468,27.058,26.468,27.058,11800,25.8723
2015-01-23,25.981,26.923,25.981,26.733,4400,25.5615
2015-01-22,25.836,26.20,25.836,26.00,2500,24.8606
2015-01-21,25.289,25.917,25.289,25.877,6900,24.743
2015-01-20,24.627,25.317,24.627,25.317,10600,24.2076
2015-01-19,24.403,24.803,24.403,24.627,600,23.5478
2015-01-16,24.309,24.606,24.309,24.606,700,23.5277
2015-01-15,24.448,24.702,24.383,24.551,1100,23.4751
2015-01-14,24.209,24.831,24.209,24.635,400,23.5554
2015-01-13,23.503,24.412,23.503,24.412,1400,23.3422
2015-01-12,23.354,23.957,23.354,23.528,3100,22.497
2015-01-09,23.797,23.881,23.797,23.881,600,22.8345
2015-01-08,22.846,23.959,22.846,23.797,5300,22.7542
2015-01-07,22.583,23.118,22.583,22.903,600,21.8993
2015-01-06,22.866,23.062,22.866,23.062,200,22.0514
2015-01-05,23.667,23.667,23.035,23.035,2300,22.0256
2015-01-02,23.588,24.00,23.588,23.827,6100,22.7829
2015-01-01,23.787,23.787,23.787,23.787,000,22.7446
2014-12-31,23.787,23.787,23.787,23.787,000,22.7446
2014-12-30,23.732,23.787,23.732,23.787,100,22.7446
2014-12-29,23.787,23.787,23.60,23.61,4500,22.5754
2014-12-26,23.853,23.853,23.853,23.853,000,22.8077
2014-12-25,23.853,23.853,23.853,23.853,000,22.8077
2014-12-24,23.853,23.853,23.853,23.853,000,22.8077
2014-12-23,23.632,23.873,23.632,23.853,2400,22.8077
2014-12-22,23.523,23.868,23.523,23.632,4700,22.5964
2014-12-19,23.433,23.81,23.421,23.508,2300,22.4778
2014-12-18,22.223,23.652,22.223,23.652,2800,22.6155
2014-12-17,22.329,22.329,22.323,22.323,20000,21.3448
2014-12-16,21.971,22.102,21.488,22.102,3300,21.1334
2014-12-15,22.478,22.822,22.386,22.386,3100,21.405
2014-12-12,23.18,23.18,22.873,22.933,1200,21.928
2014-12-11,23.105,23.105,23.042,23.042,2400,22.0323
2014-12-10,22.518,22.762,22.373,22.373,6100,21.3926
2014-12-09,23.264,23.264,22.963,22.963,200,21.9567
2014-12-08,23.697,23.697,23.366,23.513,2200,22.4826
2014-12-05,22.936,23.64,22.936,23.562,1700,22.5295
2014-12-04,23.458,23.668,23.253,23.253,1200,22.234
2014-12-03,23.274,23.602,23.274,23.572,1000,22.539
2014-12-02,23.269,23.552,23.269,23.499,1600,22.4692
2014-12-01,23.531,23.531,23.345,23.501,2300,22.4711
2014-11-28,23.15,23.332,23.15,23.332,1400,22.3095
2014-11-27,23.28,23.365,23.097,23.365,4500,22.3411
2014-11-26,23.13,23.24,23.118,23.24,5200,22.2216
2014-11-25,23.229,23.567,23.229,23.338,4400,22.3153
2014-11-24,23.02,23.538,23.02,23.394,2800,22.3688
2014-11-21,22.591,23.222,22.591,23.08,7500,22.0686
2014-11-20,22.687,22.687,22.428,22.547,1700,21.5589
2014-11-19,22.941,23.177,22.913,22.913,5000,21.9089
2014-11-18,22.478,23.027,22.478,22.926,1400,21.9213
2014-11-17,21.936,22.298,21.936,22.298,000,21.3209
2014-11-14,22.228,22.283,22.121,22.121,800,21.1516
2014-11-13,22.205,22.327,22.047,22.047,2600,21.0809
2014-11-12,22.446,22.446,21.976,21.976,1200,21.013
2014-11-11,22.02,22.472,22.02,22.328,1400,21.3495
2014-11-10,21.518,22.157,21.518,22.157,1200,21.186
2014-11-07,21.762,21.942,21.552,21.552,4000,20.6075
2014-11-06,21.79,22.052,21.763,22.042,3100,21.0761
2014-11-05,21.543,21.829,21.543,21.829,800,20.8724
2014-11-04,21.784,22.009,21.457,21.457,1800,20.5167
2014-11-03,22.232,22.267,21.918,21.918,1300,20.9575
2014-10-31,21.973,22.526,21.973,22.304,3000,21.1908
2014-10-30,21.652,21.652,21.452,21.452,400,20.3813
2014-10-29,21.652,21.865,21.652,21.691,1200,20.6084
2014-10-28,21.04,21.662,21.04,21.662,3200,20.5809
2014-10-27,21.209,21.591,21.14,21.245,2500,20.1847
2014-10-24,21.175,21.293,21.175,21.293,1400,20.2303
2014-10-23,21.02,21.385,20.931,21.175,800,20.1182
2014-10-22,21.007,21.102,21.007,21.083,3800,20.0308
2014-10-21,20.438,21.139,20.438,21.139,4400,20.084
2014-10-20,20.568,20.568,20.523,20.523,1200,19.4987
2014-10-17,19.792,20.418,19.792,20.418,4000,19.3989
2014-10-16,19.966,20.097,19.454,19.753,18200,18.7671
2014-10-15,20.558,20.762,19.866,19.866,2300,18.8745
2014-10-14,20.548,20.762,20.25,20.762,29600,19.7258
2014-10-13,20.657,20.788,20.50,20.628,1900,19.5985
2014-10-10,20.816,20.888,20.569,20.808,5500,19.7695
2014-10-09,20.911,21.168,20.695,20.695,7000,19.6621
2014-10-08,21.239,21.247,20.993,20.993,2400,19.9452
2014-10-07,21.667,21.667,21.404,21.431,4700,20.3614
2014-10-06,21.294,21.798,21.294,21.718,12400,20.6341
2014-10-03,20.982,20.982,20.982,20.982,000,19.9348
2014-10-02,21.483,21.483,20.982,20.982,7800,19.9348
2014-10-01,21.767,21.884,21.555,21.555,2500,20.4792
2014-09-30,21.423,21.555,21.423,21.555,100,20.4792
2014-09-29,21.762,21.812,21.647,21.717,400,20.6331
2014-09-26,21.787,21.994,21.69,21.926,1200,20.8317
2014-09-25,22.13,22.327,22.047,22.047,1300,20.9466
2014-09-24,21.95,22.137,21.95,22.137,2600,21.0321
2014-09-23,22.428,22.451,22.041,22.107,3000,21.0036
2014-09-22,22.428,22.734,22.326,22.734,800,21.5994
2014-09-19,22.588,23.02,22.478,22.478,9900,21.3561
2014-09-18,22.707,22.707,22.596,22.643,5700,21.5129
2014-09-17,23.15,23.15,22.737,22.737,3300,21.6022
2014-09-16,23.621,23.621,23.329,23.329,5100,22.1647
2014-09-15,23.295,23.35,23.204,23.35,2500,22.1846
2014-09-12,22.911,23.217,22.911,23.14,1300,21.9851
2014-09-11,23.174,23.266,22.821,22.855,8800,21.7143
2014-09-10,22.825,23.035,22.682,23.035,6900,21.8853
2014-09-09,22.851,22.968,22.707,22.968,3700,21.8217
2014-09-08,23.065,23.215,22.941,22.953,6300,21.8074
2014-09-05,22.687,23.042,22.687,23.042,1600,21.892
2014-09-04,22.374,22.913,22.334,22.913,6400,21.7694
2014-09-03,22.214,22.699,22.214,22.598,600,21.4701
2014-09-02,22.09,22.387,22.09,22.379,1100,21.2621
2014-09-01,21.941,22.242,21.941,22.242,1300,21.1319
2014-08-29,21.961,22.18,21.941,21.941,6900,20.8459
2014-08-28,22.00,22.065,22.00,22.00,1200,20.902
2014-08-27,22.279,22.374,22.005,22.005,1100,20.9067
2014-08-26,21.866,22.198,21.866,22.198,2900,21.0901
2014-08-25,21.612,21.939,21.612,21.939,4500,20.844
2014-08-22,22.015,22.015,21.622,21.828,3600,20.7386
2014-08-21,21.752,22.048,21.752,22.048,800,20.9476
2014-08-20,21.697,21.804,21.697,21.77,2000,20.6835
2014-08-19,21.593,21.944,21.593,21.944,900,20.8488
2014-08-18,21.516,21.652,21.516,21.652,1500,20.5714
2014-08-15,21.384,21.812,21.384,21.412,4600,20.3433
2014-08-14,21.294,21.511,21.294,21.511,5600,20.4374
2014-08-13,21.389,21.563,21.145,21.145,3800,20.0897
2014-08-12,21.029,21.517,21.029,21.422,2100,20.3528
2014-08-11,20.836,21.214,20.836,21.095,3500,20.0422
2014-08-08,20.797,20.993,20.797,20.993,3600,19.9452
2014-08-07,21.02,21.205,20.787,20.787,1500,19.7495
2014-08-06,21.12,21.12,20.928,21.02,7900,19.9709
2014-08-05,21.19,21.358,21.19,21.255,3100,20.1942
2014-08-04,21.279,21.378,21.183,21.355,1700,20.2892
2014-08-01,21.747,21.842,21.373,21.491,28900,20.4184
2014-07-31,22.229,22.373,21.865,21.963,2700,20.8668
2014-07-30,22.175,22.503,22.175,22.503,1800,21.3799
2014-07-29,22.374,22.374,22.298,22.298,1000,21.1851
2014-07-28,22.488,22.50,22.488,22.50,200,21.377
2014-07-25,22.1646,22.4758,22.1646,22.3454,3300,4.246
2014-07-24,21.9452,22.2226,21.9452,22.1674,7700,4.2122
2014-07-23,21.8754,21.9326,21.8754,21.9326,000,4.1676
2014-07-22,21.7656,21.7874,21.7478,21.7478,2200,4.1325
2014-07-21,21.9252,21.9252,21.7974,21.865,1100,4.1547
2014-07-18,110.175,110.175,109.25,109.25,700,20.7595
2014-07-17,110.938,111.162,110.60,110.725,1900,21.0398
2014-07-16,110.488,111.163,110.463,111.163,500,21.123
2014-07-15,110.075,110.637,109.351,109.376,5700,20.7834
2014-07-14,110.175,110.962,110.175,110.962,100,21.0848
2014-07-11,110.774,111.713,110.163,110.463,7800,20.99
2014-07-10,111.821,112.187,110.226,110.474,13000,20.9921
2014-07-09,112.388,112.657,111.987,112.657,1700,21.4069
2014-07-08,112.818,112.818,111.65,111.737,1900,21.232
2014-07-07,114.10,114.10,113.55,113.55,600,21.5766
2014-07-04,114.688,114.913,114.325,114.913,2700,21.8355
2014-07-03,111.821,115.013,111.821,115.013,2600,21.8545
2014-07-02,112.45,112.45,111.987,112.379,600,21.354
2014-07-01,112.738,112.738,111.70,112.187,1500,21.3176
2014-06-30,112.02,112.68,111.887,112.68,7200,21.4112
2014-06-27,112.07,112.45,112.07,112.437,300,21.3651
2014-06-26,111.813,112.475,111.813,112.213,1300,21.3225
2014-06-25,111.975,112.075,111.425,111.978,2300,21.2778
2014-06-24,112.49,112.562,112.075,112.562,1400,21.3888
2014-06-23,112.22,112.387,112.22,112.387,000,21.3556
2014-06-20,112.763,113.137,111.987,111.987,1000,21.2796
2014-06-19,110.923,113.013,110.923,112.719,1400,21.4186
2014-06-18,110.375,110.975,110.375,110.937,3000,21.08
2014-06-17,111.213,111.287,110.537,110.725,6800,21.0398
2014-06-16,111.677,111.677,109.767,110.05,3700,20.9115
2014-06-13,112.00,112.00,110.785,111.527,15600,21.1921
2014-06-12,111.80,112.773,111.527,111.527,4600,21.1921
2014-06-11,111.00,112.50,111.00,111.913,4200,21.2655
2014-06-10,108.479,110.025,108.479,109.687,3900,20.8425
2014-06-09,108.013,108.479,108.013,108.479,400,20.613
2014-06-06,106.135,107.574,106.135,107.138,1900,20.3582
2014-06-05,105.287,106.788,104.838,106.135,3700,20.1676
2014-06-04,105.886,105.886,104.587,105.387,2100,20.0254
2014-06-03,105.836,106.387,105.836,106.387,000,20.2155
2014-06-02,106.235,107.25,106.235,106.875,800,20.3082
2014-05-30,106.385,107.25,106.238,107.25,1600,20.3794
2014-05-29,106.385,106.913,106.385,106.637,1200,20.263
2014-05-28,105.786,106.513,105.786,106.513,2500,20.2394
2014-05-27,106.464,106.464,105.712,106.313,800,20.2014
2014-05-26,104.539,106.437,104.539,106.013,5600,20.1444
2014-05-23,104.739,104.739,103.975,104.413,2100,19.8404
2014-05-22,104.09,105.175,104.09,104.739,200,19.9023
2014-05-21,103.392,103.392,102.875,103.075,600,19.5861
2014-05-20,105.188,105.188,102.626,103.187,4900,19.6074
2014-05-19,107.033,107.033,107.033,107.033,000,20.3382
2014-05-16,105.836,107.25,105.836,107.25,200,20.3794
2014-05-15,107.532,108.487,105.125,105.125,4300,19.9756
2014-05-14,107.282,107.818,107.282,107.532,400,20.433
2014-05-13,107.432,108.087,107.432,107.937,2300,20.51
2014-05-12,106.784,107.475,106.784,107.462,1400,20.4197
2014-05-09,106.484,106.484,106.484,106.484,000,20.2339
2014-05-08,105.287,106.212,105.287,106.212,500,20.1822
2014-05-07,105.188,105.188,105.074,105.074,100,19.966
2014-05-06,105.836,105.836,104.701,104.701,500,19.8951
2014-05-05,106.185,106.737,105.537,105.537,1600,20.0539
2014-05-02,107.881,108.419,106.963,106.963,3300,20.3249
2014-05-01,108.137,108.137,108.137,108.137,000,19.3984
2014-04-30,107.425,108.137,107.425,108.137,3100,19.3984
2014-04-29,107.338,108.348,107.338,108.348,5800,19.4362
2014-04-28,106.784,108.115,106.784,107.968,700,19.3681
2014-04-25,107.382,107.598,107.375,107.598,800,19.3017
2014-04-24,106.983,106.983,106.738,106.812,2200,19.1607
2014-04-23,107.133,107.537,107.133,107.537,100,19.2907
2014-04-22,105.886,107.50,105.886,107.50,300,19.2841
2014-04-21,106.413,106.413,106.413,106.413,000,19.0891
2014-04-18,106.413,106.413,106.413,106.413,000,19.0891
2014-04-17,106.185,106.413,105.262,106.413,2700,19.0891
2014-04-16,107.263,107.263,106.514,106.514,800,19.1072
2014-04-15,105.886,106.187,105.636,105.636,700,18.9497
2014-04-14,105.088,106.012,105.088,105.886,2300,18.9946
2014-04-11,106.20,106.387,105.00,105.425,5600,18.9119
2014-04-10,108.629,108.863,107.63,108.275,5500,19.4231
2014-04-09,109.227,109.787,108.875,108.875,1000,19.5308
2014-04-08,111.023,111.577,108.963,109.773,5100,19.6919
2014-04-07,113.833,113.833,111.812,111.913,4800,20.0757
2014-04-04,111.821,112.787,111.821,112.787,1300,20.2325
